id_activo,codigo_qr,nombre_activo,descripcion,marca,modelo,numero_serie,fecha_adquisicion,valor_compra,vida_util_anios,id_categoria,id_estado,id_ubicacion,id_empresa
,,,,,,,,,,,,,
